cliente 0;CGH;CWB;2 dias;1 estrelas;R$ 4086
cliente 677;MCZ;REC;1 dias;2 estrelas;R$ 2893
cliente 678;CGH;REC;2 dias;4 estrelas;R$ 7029
cliente 678;REC;CWB;2 dias;4 estrelas;R$ 7029
cliente 678;CWB;AJU;1 dias;4 estrelas;R$ 7029
cliente 679;NAT;POA;1 dias;4 estrelas;R$ 1418
cliente 679;POA;CNF;3 dias;4 estrelas;R$ 1418
cliente 679;CNF;CWB;1 dias;4 estrelas;R$ 1418
cliente 680;VCP;GIG;2 dias;1 estrelas;R$ 6545
cliente 680;GIG;VCP;2 dias;1 estrelas;R$ 6545
cliente 681;GIG;GRU;5 dias;4 estrelas;R$ 3463
cliente 681;GRU;REC;2 dias;4 estrelas;R$ 3463
cliente 681;REC;FLN;2 dias;4 estrelas;R$ 3463
cliente 682;GRU;POA;3 dias;4 estrelas;R$ 7490
cliente 682;POA;BSB;3 dias;4 estrelas;R$ 7490
cliente 682;BSB;GIG;1 dias;4 estrelas;R$ 7490
cliente 682;GIG;JPA;5 dias;4 estrelas;R$ 7490
cliente 683;FLN;GIG;1 dias;1 estrelas;R$ 8671
cliente 684;MCZ;AJU;5 dias;1 estrelas;R$ 1123
cliente 684;AJU;CGB;3 dias;1 estrelas;R$ 1123
cliente 685;CGH;SDU;1 dias;3 estrelas;R$ 1225
cliente 685;SDU;FLN;1 dias;3 estrelas;R$ 1225
cliente 686;MAO;AJU;1 dias;3 estrelas;R$ 8310
cliente 687;AJU;VCP;2 dias;1 estrelas;R$ 4806
cliente 687;VCP;CGB;2 dias;1 estrelas;R$ 4806
cliente 687;CGB;BSB;4 dias;1 estrelas;R$ 4806
cliente 687;BSB;CNF;1 dias;1 estrelas;R$ 4806
cliente 688;NAT;SDU;1 dias;1 estrelas;R$ 7815
cliente 689;BSB;FLN;2 dias;1 estrelas;R$ 9946
cliente 689;FLN;GIG;3 dias;1 estrelas;R$ 9946
cliente 689;GIG;BEL;1 dias;1 estrelas;R$ 9946
cliente 689;BEL;MAO;4 dias;1 estrelas;R$ 9946
cliente 690;SDU;MCZ;1 dias;1 estrelas;R$ 6056
cliente 690;MCZ;GRU;3 dias;1 estrelas;R$ 6056
cliente 690;GRU;FOR;5 dias;1 estrelas;R$ 6056
cliente 691;IGU;MCZ;5 dias;2 estrelas;R$ 4235
cliente 691;MCZ;BEL;3 dias;2 estrelas;R$ 4235
cliente 692;SDU;BEL;2 dias;5 estrelas;R$ 9425
cliente 692;BEL;JPA;4 dias;5 estrelas;R$ 9425
cliente 692;JPA;GIG;1 dias;5 estrelas;R$ 9425
cliente 693;FOR;BSB;2 dias;2 estrelas;R$ 6066
cliente 694;CWB;MAO;5 dias;4 estrelas;R$ 8099
cliente 695;MCZ;CGB;1 dias;5 estrelas;R$ 4585
cliente 695;CGB;IGU;3 dias;5 estrelas;R$ 4585
cliente 695;IGU;GRU;5 dias;5 estrelas;R$ 4585
cliente 695;GRU;MAO;1 dias;5 estrelas;R$ 4585
cliente 696;SDU;POA;4 dias;2 estrelas;R$ 9915
cliente 697;FOR;REC;2 dias;5 estrelas;R$ 5944
cliente 697;REC;SDU;2 dias;5 estrelas;R$ 5944
cliente 697;SDU;FLN;4 dias;5 estrelas;R$ 5944
cliente 698;BSB;SDU;4 dias;3 estrelas;R$ 3469
cliente 698;SDU;GRU;1 dias;3 estrelas;R$ 3469
cliente 699;CNF;FOR;4 dias;4 estrelas;R$ 3248
cliente 699;FOR;SDU;2 dias;4 estrelas;R$ 3248
cliente 699;SDU;CWB;2 dias;4 estrelas;R$ 3248
cliente 699;CWB;CNF;4 dias;4 estrelas;R$ 3248
cliente 700;JPA;GRU;2 dias;2 estrelas;R$ 9586
cliente 700;GRU;JPA;3 dias;2 estrelas;R$ 9586
cliente 700;JPA;FLN;3 dias;2 estrelas;R$ 9586
cliente 700;FLN;VCP;1 dias;2 estrelas;R$ 9586
cliente 701;FOR;FLN;2 dias;3 estrelas;R$ 3948
cliente 701;FLN;CGB;4 dias;3 estrelas;R$ 3948
cliente 701;CGB;IGU;3 dias;3 estrelas;R$ 3948
cliente 701;IGU;JPA;5 dias;3 estrelas;R$ 3948
cliente 702;IGU;MCZ;3 dias;5 estrelas;R$ 4519
cliente 702;MCZ;BEL;3 dias;5 estrelas;R$ 4519
cliente 702;BEL;CNF;2 dias;5 estrelas;R$ 4519
cliente 703;JPA;CGH;3 dias;3 estrelas;R$ 2655
cliente 703;CGH;FLN;2 dias;3 estrelas;R$ 2655
cliente 704;FLN;MCZ;4 dias;2 estrelas;R$ 6591
cliente 704;MCZ;SDU;2 dias;2 estrelas;R$ 6591
cliente 704;SDU;CWB;3 dias;2 estrelas;R$ 6591
cliente 705;VCP;IGU;1 dias;4 estrelas;R$ 6069
cliente 705;IGU;CGB;5 dias;4 estrelas;R$ 6069
cliente 705;CGB;MCZ;4 dias;4 estrelas;R$ 6069
cliente 706;GRU;IGU;2 dias;2 estrelas;R$ 9476
cliente 707;REC;IGU;4 dias;3 estrelas;R$ 8551
cliente 708;VCP;GRU;3 dias;1 estrelas;R$ 2314
cliente 708;GRU;CGH;1 dias;1 estrelas;R$ 2314
cliente 709;BEL;REC;3 dias;3 estrelas;R$ 1120
cliente 710;GRU;VCP;4 dias;4 estrelas;R$ 4101
cliente 710;VCP;AJU;4 dias;4 estrelas;R$ 4101
cliente 711;REC;AJU;5 dias;4 estrelas;R$ 7046
cliente 712;MAO;POA;3 dias;1 estrelas;R$ 8904
cliente 712;POA;NAT;4 dias;1 estrelas;R$ 8904
cliente 712;NAT;BEL;3 dias;1 estrelas;R$ 8904
cliente 713;AJU;REC;4 dias;3 estrelas;R$ 9748
cliente 713;REC;BSB;2 dias;3 estrelas;R$ 9748
cliente 713;BSB;GRU;4 dias;3 estrelas;R$ 9748
cliente 714;JPA;POA;3 dias;5 estrelas;R$ 6273
cliente 714;POA;BEL;4 dias;5 estrelas;R$ 6273
cliente 714;BEL;CGB;3 dias;5 estrelas;R$ 6273
cliente 714;CGB;CWB;1 dias;5 estrelas;R$ 6273
cliente 715;IGU;REC;2 dias;1 estrelas;R$ 7678
cliente 715;REC;VCP;1 dias;1 estrelas;R$ 7678
cliente 715;VCP;JPA;1 dias;1 estrelas;R$ 7678
cliente 716;SDU;POA;2 dias;2 estrelas;R$ 8325
cliente 717;REC;CGB;3 dias;3 estrelas;R$ 8901
cliente 717;CGB;JPA;5 dias;3 estrelas;R$ 8901
cliente 717;JPA;CNF;4 dias;3 estrelas;R$ 8901
cliente 717;CNF;REC;2 dias;3 estrelas;R$ 8901
cliente 718;FLN;FOR;2 dias;3 estrelas;R$ 4894
cliente 718;FOR;MAO;4 dias;3 estrelas;R$ 4894
cliente 719;REC;SDU;5 dias;4 estrelas;R$ 8185
cliente 719;SDU;MAO;3 dias;4 estrelas;R$ 8185
cliente 719;MAO;POA;4 dias;4 estrelas;R$ 8185
cliente 719;POA;NAT;5 dias;4 estrelas;R$ 8185
cliente 720;AJU;JPA;5 dias;3 estrelas;R$ 1265
cliente 720;JPA;FOR;5 dias;3 estrelas;R$ 1265
cliente 720;FOR;FLN;2 dias;3 estrelas;R$ 1265
cliente 721;MCZ;NAT;4 dias;2 estrelas;R$ 2916
cliente 721;NAT;MCZ;5 dias;2 estrelas;R$ 2916
cliente 722;IGU;POA;1 dias;2 estrelas;R$ 6860
cliente 722;POA;BSB;2 dias;2 estrelas;R$ 6860
cliente 722;BSB;JPA;3 dias;2 estrelas;R$ 6860
cliente 722;JPA;NAT;4 dias;2 estrelas;R$ 6860
cliente 723;FLN;NAT;2 dias;2 estrelas;R$ 8608
cliente 723;NAT;SDU;2 dias;2 estrelas;R$ 8608
cliente 724;POA;NAT;4 dias;3 estrelas;R$ 9427
cliente 724;NAT;BSB;1 dias;3 estrelas;R$ 9427
cliente 724;BSB;REC;3 dias;3 estrelas;R$ 9427
cliente 725;NAT;SDU;3 dias;3 estrelas;R$ 4957
cliente 726;FOR;GIG;2 dias;1 estrelas;R$ 5217
cliente 726;GIG;MCZ;2 dias;1 estrelas;R$ 5217
cliente 727;GIG;BEL;2 dias;2 estrelas;R$ 6307
cliente 727;BEL;SDU;4 dias;2 estrelas;R$ 6307
cliente 728;AJU;IGU;3 dias;5 estrelas;R$ 5148
cliente 728;IGU;POA;5 dias;5 estrelas;R$ 5148
cliente 728;POA;AJU;2 dias;5 estrelas;R$ 5148
cliente 728;AJU;REC;4 dias;5 estrelas;R$ 5148
cliente 729;AJU;FOR;5 dias;5 estrelas;R$ 3951
cliente 729;FOR;NAT;2 dias;5 estrelas;R$ 3951
cliente 729;NAT;AJU;3 dias;5 estrelas;R$ 3951
cliente 729;AJU;JPA;1 dias;5 estrelas;R$ 3951
cliente 730;CGH;AJU;5 dias;2 estrelas;R$ 3936
cliente 730;AJU;NAT;2 dias;2 estrelas;R$ 3936
cliente 730;NAT;FOR;2 dias;2 estrelas;R$ 3936
cliente 731;REC;GRU;2 dias;3 estrelas;R$ 6955
cliente 731;GRU;MCZ;5 dias;3 estrelas;R$ 6955
cliente 731;MCZ;SDU;2 dias;3 estrelas;R$ 6955
cliente 731;SDU;CWB;5 dias;3 estrelas;R$ 6955
cliente 732;VCP;MAO;3 dias;2 estrelas;R$ 5125
cliente 732;MAO;VCP;2 dias;2 estrelas;R$ 5125
cliente 732;VCP;SDU;4 dias;2 estrelas;R$ 5125
cliente 732;SDU;JPA;4 dias;2 estrelas;R$ 5125
cliente 733;GIG;CGB;1 dias;5 estrelas;R$ 7210
cliente 733;CGB;SDU;3 dias;5 estrelas;R$ 7210
cliente 734;CWB;GRU;1 dias;1 estrelas;R$ 9623
cliente 734;GRU;REC;5 dias;1 estrelas;R$ 9623
cliente 734;REC;SDU;1 dias;1 estrelas;R$ 9623
cliente 734;SDU;FLN;5 dias;1 estrelas;R$ 9623
cliente 735;CWB;REC;3 dias;4 estrelas;R$ 4304
cliente 736;JPA;BSB;5 dias;4 estrelas;R$ 4583
cliente 737;MAO;VCP;3 dias;3 estrelas;R$ 8190
cliente 737;VCP;CNF;5 dias;3 estrelas;R$ 8190
cliente 737;CNF;CGH;5 dias;3 estrelas;R$ 8190
cliente 737;CGH;BSB;2 dias;3 estrelas;R$ 8190
cliente 738;CWB;NAT;5 dias;3 estrelas;R$ 9785
cliente 739;AJU;FOR;1 dias;2 estrelas;R$ 9457
cliente 740;MAO;IGU;1 dias;3 estrelas;R$ 1032
cliente 740;IGU;CGB;3 dias;3 estrelas;R$ 1032
cliente 740;CGB;NAT;3 dias;3 estrelas;R$ 1032
cliente 740;NAT;VCP;1 dias;3 estrelas;R$ 1032
cliente 741;MAO;NAT;4 dias;3 estrelas;R$ 4864
cliente 742;CNF;CWB;2 dias;2 estrelas;R$ 8358
cliente 742;CWB;SDU;4 dias;2 estrelas;R$ 8358
cliente 742;SDU;FOR;5 dias;2 estrelas;R$ 8358
cliente 742;FOR;NAT;1 dias;2 estrelas;R$ 8358
cliente 743;MCZ;SDU;2 dias;4 estrelas;R$ 7040
cliente 744;FOR;AJU;4 dias;5 estrelas;R$ 7247
cliente 744;AJU;MCZ;2 dias;5 estrelas;R$ 7247
cliente 745;FLN;NAT;3 dias;5 estrelas;R$ 6776
cliente 745;NAT;GRU;5 dias;5 estrelas;R$ 6776
cliente 746;GRU;FOR;5 dias;4 estrelas;R$ 7689
cliente 747;POA;JPA;2 dias;5 estrelas;R$ 9014
cliente 748;CGH;GRU;1 dias;5 estrelas;R$ 2117
cliente 748;GRU;IGU;2 dias;5 estrelas;R$ 2117
cliente 748;IGU;GRU;1 dias;5 estrelas;R$ 2117
cliente 748;GRU;VCP;1 dias;5 estrelas;R$ 2117
cliente 749;GIG;POA;5 dias;5 estrelas;R$ 8111
cliente 749;POA;GIG;1 dias;5 estrelas;R$ 8111
cliente 749;GIG;VCP;4 dias;5 estrelas;R$ 8111
cliente 749;VCP;BSB;1 dias;5 estrelas;R$ 8111
cliente 750;CGB;IGU;2 dias;1 estrelas;R$ 4873
cliente 751;CWB;MAO;1 dias;2 estrelas;R$ 3731
cliente 751;MAO;GIG;5 dias;2 estrelas;R$ 3731
cliente 751;GIG;BEL;2 dias;2 estrelas;R$ 3731
cliente 752;POA;JPA;2 dias;4 estrelas;R$ 2864
cliente 753;NAT;FLN;1 dias;2 estrelas;R$ 5726
cliente 753;FLN;CGB;5 dias;2 estrelas;R$ 5726
cliente 753;CGB;SDU;2 dias;2 estrelas;R$ 5726
cliente 754;AJU;IGU;1 dias;1 estrelas;R$ 4185
cliente 754;IGU;BSB;4 dias;1 estrelas;R$ 4185
cliente 755;NAT;REC;4 dias;1 estrelas;R$ 7082
cliente 755;REC;CGB;2 dias;1 estrelas;R$ 7082
cliente 755;CGB;BSB;3 dias;1 estrelas;R$ 7082
cliente 755;BSB;CGB;3 dias;1 estrelas;R$ 7082
cliente 756;BEL;NAT;2 dias;1 estrelas;R$ 5961
cliente 756;NAT;MCZ;4 dias;1 estrelas;R$ 5961
cliente 756;MCZ;BSB;1 dias;1 estrelas;R$ 5961
cliente 757;GIG;CWB;3 dias;1 estrelas;R$ 8221
cliente 757;CWB;FLN;4 dias;1 estrelas;R$ 8221
cliente 757;FLN;CNF;3 dias;1 estrelas;R$ 8221
cliente 757;CNF;MCZ;3 dias;1 estrelas;R$ 8221
cliente 758;GRU;BEL;5 dias;2 estrelas;R$ 7351
cliente 759;FLN;CNF;5 dias;4 estrelas;R$ 1895
cliente 759;CNF;IGU;2 dias;4 estrelas;R$ 1895
cliente 759;IGU;BEL;4 dias;4 estrelas;R$ 1895
cliente 760;IGU;CGB;5 dias;2 estrelas;R$ 9606
cliente 760;CGB;VCP;2 dias;2 estrelas;R$ 9606
cliente 760;VCP;CGH;1 dias;2 estrelas;R$ 9606
cliente 760;CGH;MCZ;5 dias;2 estrelas;R$ 9606
cliente 761;CWB;IGU;3 dias;5 estrelas;R$ 6152
cliente 761;IGU;GRU;5 dias;5 estrelas;R$ 6152
cliente 761;GRU;FOR;1 dias;5 estrelas;R$ 6152
cliente 762;CNF;VCP;5 dias;3 estrelas;R$ 3178
cliente 762;VCP;GIG;2 dias;3 estrelas;R$ 3178
cliente 762;GIG;JPA;5 dias;3 estrelas;R$ 3178
cliente 763;MCZ;CGB;1 dias;1 estrelas;R$ 5138
cliente 763;CGB;GRU;2 dias;1 estrelas;R$ 5138
cliente 763;GRU;GIG;5 dias;1 estrelas;R$ 5138
cliente 764;MAO;FOR;4 dias;1 estrelas;R$ 1948
cliente 764;FOR;VCP;3 dias;1 estrelas;R$ 1948
cliente 764;VCP;GIG;3 dias;1 estrelas;R$ 1948
cliente 765;REC;AJU;1 dias;2 estrelas;R$ 2769
cliente 765;AJU;MCZ;3 dias;2 estrelas;R$ 2769
cliente 765;MCZ;FOR;3 dias;2 estrelas;R$ 2769
cliente 766;NAT;CGH;4 dias;3 estrelas;R$ 8570
cliente 766;CGH;FOR;4 dias;3 estrelas;R$ 8570
cliente 766;FOR;CGH;3 dias;3 estrelas;R$ 8570
cliente 766;CGH;JPA;3 dias;3 estrelas;R$ 8570
cliente 767;FLN;CGH;2 dias;5 estrelas;R$ 6290
cliente 767;CGH;SDU;2 dias;5 estrelas;R$ 6290
cliente 767;SDU;NAT;5 dias;5 estrelas;R$ 6290
cliente 767;NAT;AJU;3 dias;5 estrelas;R$ 6290
cliente 768;CGB;MAO;4 dias;2 estrelas;R$ 8207
cliente 768;MAO;GRU;5 dias;2 estrelas;R$ 8207
cliente 769;CNF;MAO;1 dias;5 estrelas;R$ 9809
cliente 770;BEL;GRU;2 dias;2 estrelas;R$ 6424
cliente 770;GRU;GIG;5 dias;2 estrelas;R$ 6424
cliente 770;GIG;MCZ;1 dias;2 estrelas;R$ 6424
cliente 770;MCZ;CNF;2 dias;2 estrelas;R$ 6424
cliente 771;CNF;VCP;5 dias;1 estrelas;R$ 5906
cliente 771;VCP;CWB;3 dias;1 estrelas;R$ 5906
cliente 772;CNF;BEL;4 dias;5 estrelas;R$ 3417
cliente 772;BEL;REC;5 dias;5 estrelas;R$ 3417
cliente 773;BEL;GIG;2 dias;4 estrelas;R$ 7734
cliente 773;GIG;VCP;1 dias;4 estrelas;R$ 7734
cliente 773;VCP;REC;1 dias;4 estrelas;R$ 7734
cliente 773;REC;MAO;3 dias;4 estrelas;R$ 7734
cliente 774;VCP;BEL;1 dias;1 estrelas;R$ 4783
cliente 774;BEL;IGU;1 dias;1 estrelas;R$ 4783
cliente 774;IGU;REC;5 dias;1 estrelas;R$ 4783
cliente 774;REC;IGU;2 dias;1 estrelas;R$ 4783
cliente 775;CWB;BSB;5 dias;5 estrelas;R$ 8834
cliente 775;BSB;VCP;4 dias;5 estrelas;R$ 8834
cliente 776;GRU;CGB;5 dias;3 estrelas;R$ 9673
cliente 776;CGB;MCZ;2 dias;3 estrelas;R$ 9673
cliente 776;MCZ;AJU;5 dias;3 estrelas;R$ 9673
cliente 776;AJU;NAT;4 dias;3 estrelas;R$ 9673
cliente 777;POA;SDU;1 dias;1 estrelas;R$ 4481
cliente 777;SDU;GRU;2 dias;1 estrelas;R$ 4481
cliente 777;GRU;CGB;4 dias;1 estrelas;R$ 4481
cliente 777;CGB;SDU;4 dias;1 estrelas;R$ 4481
cliente 778;CWB;CGH;2 dias;1 estrelas;R$ 1471
cliente 778;CGH;FOR;4 dias;1 estrelas;R$ 1471
cliente 779;FLN;FOR;1 dias;3 estrelas;R$ 1580
cliente 779;FOR;CGB;2 dias;3 estrelas;R$ 1580
cliente 779;CGB;MCZ;2 dias;3 estrelas;R$ 1580
cliente 779;MCZ;FOR;4 dias;3 estrelas;R$ 1580
cliente 780;SDU;JPA;3 dias;1 estrelas;R$ 3758
cliente 780;JPA;POA;4 dias;1 estrelas;R$ 3758
cliente 780;POA;CWB;3 dias;1 estrelas;R$ 3758
cliente 780;CWB;GRU;1 dias;1 estrelas;R$ 3758
cliente 781;MCZ;IGU;3 dias;4 estrelas;R$ 1395
cliente 781;IGU;VCP;5 dias;4 estrelas;R$ 1395
cliente 782;AJU;GRU;3 dias;3 estrelas;R$ 1524
cliente 782;GRU;GIG;2 dias;3 estrelas;R$ 1524
cliente 782;GIG;VCP;1 dias;3 estrelas;R$ 1524
cliente 782;VCP;NAT;5 dias;3 estrelas;R$ 1524
cliente 783;SDU;MAO;3 dias;2 estrelas;R$ 7106
cliente 783;MAO;BEL;4 dias;2 estrelas;R$ 7106
cliente 783;BEL;IGU;3 dias;2 estrelas;R$ 7106
cliente 783;IGU;AJU;3 dias;2 estrelas;R$ 7106
cliente 784;CGH;CNF;1 dias;2 estrelas;R$ 7209
cliente 784;CNF;BSB;4 dias;2 estrelas;R$ 7209
cliente 785;FLN;POA;5 dias;3 estrelas;R$ 8819
cliente 785;POA;CNF;1 dias;3 estrelas;R$ 8819
cliente 785;CNF;MCZ;2 dias;3 estrelas;R$ 8819
cliente 785;MCZ;MAO;2 dias;3 estrelas;R$ 8819
cliente 786;JPA;IGU;4 dias;2 estrelas;R$ 7956
cliente 786;IGU;CGH;5 dias;2 estrelas;R$ 7956
cliente 787;CGH;VCP;4 dias;4 estrelas;R$ 1197
cliente 787;VCP;CGB;2 dias;4 estrelas;R$ 1197
cliente 787;CGB;GIG;4 dias;4 estrelas;R$ 1197
cliente 788;JPA;MAO;3 dias;2 estrelas;R$ 6546
cliente 788;MAO;CGH;5 dias;2 estrelas;R$ 6546
cliente 788;CGH;CWB;2 dias;2 estrelas;R$ 6546
cliente 788;CWB;BSB;4 dias;2 estrelas;R$ 6546
cliente 789;GRU;BEL;1 dias;4 estrelas;R$ 7095
cliente 789;BEL;CNF;4 dias;4 estrelas;R$ 7095
cliente 789;CNF;CWB;5 dias;4 estrelas;R$ 7095
cliente 790;JPA;CGH;1 dias;4 estrelas;R$ 4586
cliente 790;CGH;FLN;2 dias;4 estrelas;R$ 4586
cliente 791;MCZ;BSB;5 dias;2 estrelas;R$ 7248
cliente 792;CWB;GIG;2 dias;1 estrelas;R$ 1168
cliente 793;CNF;REC;3 dias;4 estrelas;R$ 1176
cliente 794;NAT;MAO;2 dias;5 estrelas;R$ 4310
cliente 794;MAO;GRU;3 dias;5 estrelas;R$ 4310
cliente 794;GRU;IGU;2 dias;5 estrelas;R$ 4310
cliente 794;IGU;CGB;2 dias;5 estrelas;R$ 4310
cliente 795;FOR;CWB;4 dias;2 estrelas;R$ 3884
cliente 795;CWB;CNF;5 dias;2 estrelas;R$ 3884
cliente 795;CNF;SDU;3 dias;2 estrelas;R$ 3884
cliente 795;SDU;CGH;4 dias;2 estrelas;R$ 3884
cliente 796;IGU;CWB;4 dias;4 estrelas;R$ 3950
cliente 797;FOR;CGH;1 dias;2 estrelas;R$ 9514
cliente 797;CGH;SDU;3 dias;2 estrelas;R$ 9514
cliente 797;SDU;POA;3 dias;2 estrelas;R$ 9514
cliente 798;AJU;VCP;5 dias;3 estrelas;R$ 1236
cliente 798;VCP;BEL;2 dias;3 estrelas;R$ 1236
cliente 798;BEL;FLN;5 dias;3 estrelas;R$ 1236
cliente 799;BEL;FOR;5 dias;4 estrelas;R$ 1679
cliente 799;FOR;FLN;2 dias;4 estrelas;R$ 1679
cliente 799;FLN;CGB;1 dias;4 estrelas;R$ 1679
cliente 799;CGB;MAO;5 dias;4 estrelas;R$ 1679
cliente 800;CGB;CGH;1 dias;3 estrelas;R$ 8814
cliente 801;POA;FOR;1 dias;2 estrelas;R$ 3617
cliente 801;FOR;MAO;3 dias;2 estrelas;R$ 3617
cliente 801;MAO;IGU;5 dias;2 estrelas;R$ 3617
cliente 801;IGU;SDU;1 dias;2 estrelas;R$ 3617
cliente 802;REC;POA;5 dias;3 estrelas;R$ 1870
cliente 802;POA;GIG;2 dias;3 estrelas;R$ 1870
cliente 802;GIG;FOR;5 dias;3 estrelas;R$ 1870
cliente 802;FOR;CGH;3 dias;3 estrelas;R$ 1870
cliente 803;CGB;CWB;4 dias;2 estrelas;R$ 3412
cliente 803;CWB;VCP;5 dias;2 estrelas;R$ 3412
cliente 804;SDU;VCP;5 dias;2 estrelas;R$ 8245
cliente 804;VCP;IGU;4 dias;2 estrelas;R$ 8245
cliente 804;IGU;FOR;3 dias;2 estrelas;R$ 8245
cliente 805;POA;FLN;4 dias;5 estrelas;R$ 5854
cliente 805;FLN;CWB;1 dias;5 estrelas;R$ 5854
cliente 805;CWB;POA;2 dias;5 estrelas;R$ 5854
cliente 805;POA;FOR;3 dias;5 estrelas;R$ 5854
cliente 806;AJU;CWB;2 dias;5 estrelas;R$ 9007
cliente 807;REC;FLN;1 dias;3 estrelas;R$ 5529
cliente 808;MAO;CGB;1 dias;2 estrelas;R$ 3280
cliente 809;NAT;GRU;3 dias;2 estrelas;R$ 1020
cliente 810;CGH;MCZ;3 dias;1 estrelas;R$ 5429
cliente 811;CGH;SDU;1 dias;4 estrelas;R$ 7785
cliente 812;BEL;SDU;1 dias;2 estrelas;R$ 4042
cliente 813;VCP;CWB;3 dias;3 estrelas;R$ 6475
cliente 813;CWB;BSB;3 dias;3 estrelas;R$ 6475
cliente 814;VCP;FLN;5 dias;3 estrelas;R$ 8084
cliente 814;FLN;NAT;2 dias;3 estrelas;R$ 8084
cliente 814;NAT;BEL;4 dias;3 estrelas;R$ 8084
cliente 815;BSB;GRU;3 dias;2 estrelas;R$ 8879
cliente 815;GRU;CGB;1 dias;2 estrelas;R$ 8879
cliente 815;CGB;GIG;3 dias;2 estrelas;R$ 8879
cliente 815;GIG;JPA;4 dias;2 estrelas;R$ 8879
cliente 816;AJU;MCZ;3 dias;3 estrelas;R$ 2363
cliente 816;MCZ;GRU;5 dias;3 estrelas;R$ 2363
cliente 817;REC;GIG;1 dias;4 estrelas;R$ 9163
cliente 817;GIG;GRU;2 dias;4 estrelas;R$ 9163
cliente 818;CNF;MCZ;5 dias;5 estrelas;R$ 2893
cliente 818;MCZ;CWB;4 dias;5 estrelas;R$ 2893
cliente 819;POA;CGB;3 dias;4 estrelas;R$ 7092
cliente 819;CGB;BSB;1 dias;4 estrelas;R$ 7092
cliente 819;BSB;MCZ;3 dias;4 estrelas;R$ 7092
cliente 819;MCZ;CGB;2 dias;4 estrelas;R$ 7092
cliente 820;CGB;SDU;2 dias;2 estrelas;R$ 1680
cliente 820;SDU;JPA;1 dias;2 estrelas;R$ 1680
cliente 820;JPA;FOR;1 dias;2 estrelas;R$ 1680
cliente 820;FOR;JPA;4 dias;2 estrelas;R$ 1680
cliente 821;NAT;MAO;4 dias;2 estrelas;R$ 3279
cliente 822;AJU;BEL;5 dias;1 estrelas;R$ 7091
cliente 823;BSB;POA;3 dias;1 estrelas;R$ 1593
cliente 823;POA;VCP;4 dias;1 estrelas;R$ 1593
cliente 824;CGB;JPA;2 dias;1 estrelas;R$ 8650
cliente 824;JPA;VCP;4 dias;1 estrelas;R$ 8650
cliente 824;VCP;BSB;5 dias;1 estrelas;R$ 8650
cliente 824;BSB;CWB;2 dias;1 estrelas;R$ 8650
cliente 825;FLN;NAT;1 dias;4 estrelas;R$ 3458
cliente 825;NAT;REC;5 dias;4 estrelas;R$ 3458
cliente 825;REC;IGU;1 dias;4 estrelas;R$ 3458
cliente 825;IGU;JPA;3 dias;4 estrelas;R$ 3458
cliente 826;MCZ;CGB;1 dias;1 estrelas;R$ 5875
cliente 826;CGB;VCP;4 dias;1 estrelas;R$ 5875
cliente 827;FLN;CGB;1 dias;2 estrelas;R$ 9283
cliente 827;CGB;SDU;1 dias;2 estrelas;R$ 9283
cliente 828;CWB;CNF;5 dias;2 estrelas;R$ 3534
cliente 829;FOR;IGU;3 dias;5 estrelas;R$ 7835
cliente 829;IGU;BSB;1 dias;5 estrelas;R$ 7835
cliente 829;BSB;REC;2 dias;5 estrelas;R$ 7835
cliente 830;IGU;NAT;2 dias;2 estrelas;R$ 9151
cliente 830;NAT;MCZ;3 dias;2 estrelas;R$ 9151
cliente 831;SDU;GRU;3 dias;2 estrelas;R$ 6721
cliente 831;GRU;AJU;4 dias;2 estrelas;R$ 6721
cliente 831;AJU;CGB;5 dias;2 estrelas;R$ 6721
cliente 832;FOR;JPA;2 dias;3 estrelas;R$ 9441
cliente 832;JPA;VCP;5 dias;3 estrelas;R$ 9441
cliente 832;VCP;FLN;3 dias;3 estrelas;R$ 9441
cliente 833;CGH;MAO;5 dias;3 estrelas;R$ 5670
cliente 833;MAO;AJU;3 dias;3 estrelas;R$ 5670
cliente 834;NAT;FOR;4 dias;4 estrelas;R$ 8334
cliente 834;FOR;MAO;1 dias;4 estrelas;R$ 8334
cliente 835;BEL;JPA;1 dias;2 estrelas;R$ 7291
cliente 835;JPA;BSB;2 dias;2 estrelas;R$ 7291
cliente 835;BSB;CNF;4 dias;2 estrelas;R$ 7291
cliente 835;CNF;CGH;4 dias;2 estrelas;R$ 7291
cliente 836;CGB;MAO;2 dias;4 estrelas;R$ 1266
cliente 836;MAO;AJU;5 dias;4 estrelas;R$ 1266
cliente 837;MCZ;GIG;3 dias;1 estrelas;R$ 6032
cliente 837;GIG;AJU;4 dias;1 estrelas;R$ 6032
cliente 838;POA;GRU;1 dias;3 estrelas;R$ 6382
cliente 838;GRU;VCP;5 dias;3 estrelas;R$ 6382
cliente 838;VCP;CGH;1 dias;3 estrelas;R$ 6382
cliente 839;JPA;GIG;2 dias;3 estrelas;R$ 4101
cliente 839;GIG;POA;1 dias;3 estrelas;R$ 4101
cliente 839;POA;FLN;1 dias;3 estrelas;R$ 4101
cliente 839;FLN;CGB;1 dias;3 estrelas;R$ 4101
cliente 840;BSB;CGH;3 dias;1 estrelas;R$ 5003
cliente 841;CGH;NAT;2 dias;5 estrelas;R$ 8381
cliente 842;NAT;FLN;4 dias;1 estrelas;R$ 7224
cliente 842;FLN;REC;4 dias;1 estrelas;R$ 7224
